ACCOUNT_NUMBER,TRADE_ID,CUST_ID,LOAN_TYPE,TRANS_ID,TRANS_DATE,PRICE,QUANTITY,AMOUNT,TRADE_EXECUTION_STATUS,INST_TYPE,EXCHANGE,INDEX_NAME,TRADE_TS,TRADE_TYPE,BUY_SELL_SIDE,TRADER__ID,BROKER_ID,COMMENTS,TRADE_BOOKING_STATE,INTERNAL_TRADE_ID,BOOK_ID,COUNTERPARTY_LE,NOTIONAL_VALUE,INTEREST_RATE,FIXED_RATE,FLOAT_RATE,OPTION_EXPIRY_DATE,OPTION_TYPE,STRIKE_PRICE,BUY_SELL,SETTLEMENT_FREQUENCY,SETTLEMENT_STATUS,SETTLEMENT_CURRENCY,SETTLEMENT_METHOD,MISC_BLOB_1,MISC_BLOB_2,VERSION
29da60dce577a70,35a4f204,265b69bb19c50a0,CORP,1507354,2018-07-09,41.0800,352001,14460201.08,BOOKED,BANK,CHX,DOW JONES IND,2018-09-25 11:11:14.841,BUY LIMIT,INST,89,169,CUST_ID: '265b69bb19c50a0' PRICE: '41.080000' LOAN_TYPE: 'CORP' EXCHANGE: 'CHX',SUBMITTED,314408349,2949776,China Construction Bank,1296322.53,12.59,12.59,8.47,2020-02-24,CALL,40.9868,SELL,WEEKLY,REJECTED,JPY,DIRECT,1ca009e8e6a1030,263ff1cde40f0f0,1
1659723abf2763a,35a4f205,23d8216591c25b8,CORP,1507354,2018-07-09,42.4790,918076,38998950.40,IN PROCESS,CUSTODIAN,CHX,FTSE WORLD,2018-09-29 07:41:08.501,BUY STOP,BUY SIDE,153,979,CUST_ID: '23d8216591c25b8' PRICE: '42.479000' LOAN_TYPE: 'CORP' EXCHANGE: 'CHX',CLEARED,262143663,8468161,ICBC,4217529.16,5.29,5.29,3.84,2019-01-16,ETC,43.5197,SUSPEND,QUARTERLY,CANCELLED,GBP,THIRD PARTY,23f6a65ce27f998,1f2af192a854fa8,1
1e0dc87ac3f0c04,35a4f206,255e8e3c3f1a228,LOAN_DAILY_BAL,5056056,2018-07-02,50.9912,1368801,69796818.41,IN PROCESS,STATE,CBOE,RUSSEL MIDCAP,2018-09-28 02:12:53.361,SELL LIMIT,THIRD PARTY,392,259,CUST_ID: '255e8e3c3f1a228' PRICE: '50.991209' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CBOE',CLEARED,795079891,5199409,HSBC,4355070.18,11.10,11.10,6.79,2021-02-25,ETC,156.9252,SUSPEND,QUARTERLY,REJECTED,SEK,PHYSICAL,2542c89fd8b1cf0,218f1f443bf5928,1
2b462022525d0b0,35a4f207,2578ba20d829ea8,STATE,5573964,2018-07-08,139.2675,522358,72747492.77,BOOKED,CLEARING HOUSE,ISE,FTSE WORLD,2018-09-29 05:49:33.154,BUY LIMIT,SELL SIDE,592,727,CUST_ID: '2578ba20d829ea8' PRICE: '139.267500' LOAN_TYPE: 'STATE' EXCHANGE: 'ISE',INITIATED,368771324,8774291,Citi,7063362.76,10.66,10.66,4.11,2020-12-19,PUT,132.4324,SELL,QUARTERLY,DONE,USD,PHYSICAL,183a68e72a5ae62,1bd9c267c162e48,1
1ac308c023b8bac,35a4f20e,273445e18463490,CD,8090480,2018-09-16,150.0781,415405,62343193.13,BOOKED,FEDERAL,BSE,DOW GLOBAL,2018-09-23 02:26:06.032,MARKET,BUY SIDE,547,875,CUST_ID: '273445e18463490' PRICE: '150.078100' LOAN_TYPE: 'CD' EXCHANGE: 'BSE',CLEARED,399422240,6121379,China Construction Bank,1415495.43,10.28,10.28,5.33,2019-09-07,ETC,153.2688,SUSPEND,WEEKLY,HOLD,GBP,PHYSICAL,20455b8b3768410,1db827006f94cd4,1
1ca9c5f288fd90c,35a4f20e,1ba533c48e52efc,CORP,3575592,2018-07-09,17.3304,451346,7822006.72,CANCELLED,BANK,PHLX,DOW JONES TRANSPORT,2018-09-23 02:26:06.032,BUY STOP,SELL SIDE,721,57,CUST_ID: '1ba533c48e52efc' PRICE: '17.330400' LOAN_TYPE: 'CORP' EXCHANGE: 'PHLX',INITIATED,794166707,487039,RBC,1244793.25,2.67,2.67,4.15,2020-09-23,CALL,18.5324,BUY,ANNUAL,CANCELLED,CAD,THIRD PARTY,278756fad4d6100,190d9b5ea321984,1
27c1a680485ba20,35a4f20e,2aea0a17e9d2b90,TIPS,9726326,2018-09-08,82.6345,157894,13047491.74,EXECUTED,STATE,NSX,DOW GLOBAL,2018-09-23 02:26:06.032,BUY LIMIT,THIRD PARTY,940,163,CUST_ID: '2aea0a17e9d2b90' PRICE: '82.634500' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',INITIATED,390585478,1178022,Bank of America,6201801.24,6.74,6.74,3.84,2021-06-03,CALL,79.2583,HOLD,DAILY,DONE,CNY,PHYSICAL,1cf644c3cda36e0,23e060a1af4e2a0,1
296bccea44e4cd0,35a4f20f,248a15412c54720,CD,9253587,2018-08-11,154.1608,711576,109697125.42,CANCELLED,FEDERAL,PHLX,STOXX EUROPE,2018-09-25 01:33:47.863,BUY STOP,GOVT,819,177,CUST_ID: '248a15412c54720' PRICE: '154.160800' LOAN_TYPE: 'CD' EXCHANGE: 'PHLX',SUBMITTED,278211433,3965821,Credit Suisse,6860171.85,9.65,9.65,2.41,2021-06-06,PUT,163.1005,BUY,DAILY,DONE,SEK,ELECTRONIC,1c336ba08ec8d38,28a6d174b589770,1
26baf4c6e1f8350,35a4f20f,23061ab20c92958,FEDERAL,3912895,2018-06-26,182.6314,972202,177554612.34,IN PROCESS,CUSTODIAN,CHX,VIX,2018-09-25 01:33:47.863,SELL STOP,GOVT,776,352,CUST_ID: '23061ab20c92958' PRICE: '182.631400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CHX',CLEARED,658460679,421383,Deutsche Bank,9046284.11,4.59,4.59,2.41,2019-09-08,ETC,198.1027,SELL,DAILY,CANCELLED,USD,DIRECT,2c2a14173272220,2aa77f879afc470,1
29da60dce577a70,35a4f20f,265b69bb19c50a0,CD,2929859,2018-08-20,34.7580,285417,9920524.09,IN PROCESS,BROKER,AMEX,DOW JONES TRANSPORT,2018-09-25 01:33:47.863,MARKET,BUY SIDE,781,871,CUST_ID: '265b69bb19c50a0' PRICE: '34.758000' LOAN_TYPE: 'CD' EXCHANGE: 'AMEX',REVIEW,792237067,3862550,Chase,2294026.14,5.89,5.89,8.85,2019-05-12,PUT,35.9301,SELL,DAILY,CANCELLED,MXN,THIRD PARTY,25ce0ed4c458598,1d70e824b7b32c8,1
29e921945af1700,35a4f215,23d64b32434a670,CD,4486609,2018-08-02,74.6169,747263,55758448.54,IN PROCESS,BROKER,ISE,DOW JONES TRANSPORT,2018-09-28 11:03:49.162,SELL STOP,THIRD PARTY,173,102,CUST_ID: '23d64b32434a670' PRICE: '74.616900' LOAN_TYPE: 'CD' EXCHANGE: 'ISE',CLEARED,230559615,9811854,UBS,9749638.57,12.16,12.16,4.98,2021-02-19,PUT,76.3394,HOLD,MONTHLY,CANCELLED,USD,PHYSICAL,29609485c127a00,1fe717cd2ebd308,1
1bac5922a37c768,35a4f215,2c2c36bcc151dd0,TIPS,2836832,2018-09-16,200.2857,459725,92076343.43,CANCELLED,BANK,CME,NASDAQ COMP,2018-09-28 11:03:49.162,STOP,THIRD PARTY,802,571,CUST_ID: '2c2c36bcc151dd0' PRICE: '200.285700' LOAN_TYPE: 'TIPS' EXCHANGE: 'CME',CLEARED,508774711,616204,Wells Fargo,5780111.99,6.76,6.76,9.70,2019-04-26,OTC,203.7788,SUSPEND,MONTHLY,HOLD,GBP,ELECTRONIC,1af05744d228220,238f12ed26f6f78,1
1cd10f838288c50,35a4f215,1a8a8146600b194,FEDERAL,5733086,2018-07-26,85.2616,142583,12156854.71,EXECUTED,FEDERAL,PHLX,FTSE WORLD,2018-09-28 11:03:49.162,SELL LIMIT,BUY SIDE,791,12,CUST_ID: '1a8a8146600b194' PRICE: '85.261600' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'PHLX',CLEARED,634362978,3841704,Chase,5081023.83,11.15,11.15,4.96,2019-07-01,CALL,75.9745,BUY,ANNUAL,REJECTED,JPY,DIRECT,2b703d2d44483a0,1d70e824b7b32c8,1
18de661b7c42282,35a4f21b,18955e6a2e19dc2,TIPS,9726326,2018-07-09,87.8818,773093,67940804.41,IN PROCESS,CLEARING HOUSE,NYSE,FTSE WORLD,2018-09-29 11:48:33.415,BUY STOP,GOVT,120,580,CUST_ID: '18955e6a2e19dc2' PRICE: '87.881800' LOAN_TYPE: 'TIPS' EXCHANGE: 'NYSE',INITIATED,706825131,4642871,Bradesco,5109252.84,5.42,5.42,12.10,2020-04-28,OTC,83.2293,BUY,ANNUAL,DONE,GBP,DIRECT,20b202994aecfc0,26afcf43fa151e0,1
240665dc6e78410,35a4f21c,24cc594aee28878,TIPS,9726326,2018-07-09,143.7699,65891,9473142.48,IN PROCESS,BROKER,NYSE,RUSSEL MIDCAP,2018-09-25 10:16:22.394,STOP,INST,966,85,CUST_ID: '24cc594aee28878' PRICE: '143.769900' LOAN_TYPE: 'TIPS' EXCHANGE: 'NYSE',REVIEW,206388098,4130671,Bradesco,5683546.96,5.76,5.76,12.79,2021-05-28,ETC,128.6555,BUY,DAILY,HOLD,MXN,PHYSICAL,1f561561bd187b0,1e7dbf42339c358,1
2b8b87679eb4ec0,35a4f21d,1e891ae1f2e56d0,TIPS,9726326,2018-07-09,197.9141,995603,197043871.70,IN PROCESS,FEDERAL,PHLX,STOXX EUROPE,2018-09-23 12:46:58.055,BUY LIMIT,THIRD PARTY,247,632,CUST_ID: '1e891ae1f2e56d0' PRICE: '197.914100' LOAN_TYPE: 'TIPS' EXCHANGE: 'PHLX',REVIEW,447700150,3205211,Agricultural Bank of China,5911074.44,5.94,5.94,2.43,2020-12-31,CALL,207.5282,HOLD,WEEKLY,REJECTED,JPY,PHYSICAL,249244e7b3989a0,224cf9f3f1b0b70,1
280409b8486fe70,35a4f21e,22db453952b3890,TIPS,9726326,2018-07-09,2.6386,472498,1246733.22,IN PROCESS,BANK,CME,DOW JONES TRANSPORT,2018-09-27 11:30:50.471,MARKET,SELL SIDE,637,419,CUST_ID: '22db453952b3890' PRICE: '2.638600' LOAN_TYPE: 'TIPS' EXCHANGE: 'CME',REVIEW,513762494,5545897,Citi,1201494.58,4.68,4.68,2.41,2020-08-23,PUT,2.8757,SELL,QUARTERLY,DONE,CHF,THIRD PARTY,22b2496b2cff320,1d49c7208fe1300,1
2bd97a16e74b780,35a4f21f,2006f9fe101e410,LOAN_DAILY_BAL,759570,2018-07-14,119.5034,2307085,275704551.81,DEFERRED,CLEARING HOUSE,CME,RUSSEL MIDCAP,2018-09-27 09:19:53.949,SELL LIMIT,INST,35,531,CUST_ID: '2006f9fe101e410' PRICE: '119.503422' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CME',INITIATED,152962290,855795,Credit Suisse,962361.42,2.06,2.06,11.00,2020-07-27,ETC,115.0096,BUY,WEEKLY,HOLD,CNY,DIRECT,1abd648f00f5bdc,226d9494e7cd040,1
2227511f5cebba0,35a4f220,21b54042366d2c0,TIPS,759570,2018-07-06,35.4680,51046,1810499.53,CANCELLED,STATE,AMEX,FTSE WORLD,2018-09-29 03:36:57.076,SELL LIMIT,SELL SIDE,14,448,CUST_ID: '21b54042366d2c0' PRICE: '35.468000' LOAN_TYPE: 'TIPS' EXCHANGE: 'AMEX',SUBMITTED,629195686,2819678,Agricultural Bank of China,2851158.24,7.00,7.00,12.71,2021-04-21,PUT,34.1967,HOLD,DAILY,REJECTED,USD,PHYSICAL,2699dfdb6386c30,168199f712d9435,1
2a4b0f56fa7c670,35a4f220,18e7ab05572adc0,TIPS,3371785,2018-09-17,158.0900,234257,37033689.13,REJECTED,BANK,NSX,DOW JONES TRANSPORT,2018-09-29 03:36:57.076,SELL STOP,SELL SIDE,969,791,CUST_ID: '18e7ab05572adc0' PRICE: '158.090000' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',REVIEW,713955250,9396887,Citi,5031333.98,4.65,4.65,3.29,2020-11-02,ETC,175.3640,SELL,SEMI ANNUAL,HOLD,MXN,DIRECT,1766b7c86cd4e71,2357bc61fe4d378,1
24fac0684c2c5e0,35a4f220,1cd73157b11d394,CD,8106485,2018-08-31,131.9799,391293,51642811.01,DEFERRED,BANK,CBOE,STOXX EUROPE,2018-09-29 03:36:57.076,STOP,SELL SIDE,286,621,CUST_ID: '1cd73157b11d394' PRICE: '131.979900' LOAN_TYPE: 'CD' EXCHANGE: 'CBOE',INITIATED,387565512,1268422,BNP Paribas,8037600.16,12.28,12.28,6.46,2021-01-30,ETC,127.4758,SELL,WEEKLY,HOLD,CHF,ELECTRONIC,18ec01fa4df8082,288f77c21d85dd0,1
1e0dc87ac3f0c04,35a4f221,255e8e3c3f1a228,CD,2415004,2018-09-21,98.6283,182152,17965342.10,BOOKED,BANK,NSX,SP500,2018-09-28 12:17:21.853,BUY STOP,BUY SIDE,843,998,CUST_ID: '255e8e3c3f1a228' PRICE: '98.628300' LOAN_TYPE: 'CD' EXCHANGE: 'NSX',CLEARED,722309637,3902126,Capital One,9540255.22,5.03,5.03,3.05,2019-07-12,CALL,101.3711,BUY,ANNUAL,CANCELLED,MXN,DIRECT,1c90f57779db444,1ca19958631c4b8,1
28986b63e62f6b0,35a4f222,1f912c7ff2030f8,CD,2415004,2018-09-21,67.1719,52613,3534115.17,IN PROCESS,STATE,NYSE,STOXX EUROPE,2018-09-27 01:09:30.640,SELL STOP,SELL SIDE,802,252,CUST_ID: '1f912c7ff2030f8' PRICE: '67.171900' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',REVIEW,130232222,2185190,ICBC,181546.21,8.80,8.80,7.72,2020-03-13,CALL,73.4324,SUSPEND,WEEKLY,DONE,CAD,DIRECT,2542c89fd8b1cf0,211272d010e99d0,1
2a4b0f56fa7c670,35a4f223,18e7ab05572adc0,CD,2415004,2018-09-21,96.1608,318600,30636830.88,DEFERRED,CUSTODIAN,NASDAQ,DOW JONES TRANSPORT,2018-09-26 09:25:40.294,STOP,BUY SIDE,314,977,CUST_ID: '18e7ab05572adc0' PRICE: '96.160800' LOAN_TYPE: 'CD' EXCHANGE: 'NASDAQ',CLEARED,780153407,6569044,UBS,2383972.53,12.94,12.94,5.99,2021-01-13,OTC,99.4785,BUY,MONTHLY,HOLD,EUR,DIRECT,2445372aa9a21b8,1765bd0976e89be,1
2947e5613ca3d60,35a4f224,21dbeb810753860,CD,2415004,2018-09-21,120.2814,198066,23823655.77,BOOKED,BROKER,CHX,SP500,2018-09-24 05:46:51.806,BUY LIMIT,THIRD PARTY,693,664,CUST_ID: '21dbeb810753860' PRICE: '120.281400' LOAN_TYPE: 'CD' EXCHANGE: 'CHX',REVIEW,355453028,523071,Wells Fargo,8516456.91,8.50,8.50,4.58,2020-11-19,PUT,113.9196,SUSPEND,ANNUAL,DONE,AUD,DIRECT,1c388760afb9604,2006e0151403e48,1
1c6420a980fc1b4,35a4f225,27df5d7ac69c170,LOAN_DAILY_BAL,5269744,2018-08-04,101.0871,751431,75959943.93,REJECTED,CUSTODIAN,ISE,RUSSEL MIDCAP,2018-09-27 01:13:24.447,BUY STOP,SELL SIDE,254,428,CUST_ID: '27df5d7ac69c170' PRICE: '101.087051' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'ISE',REVIEW,310673292,4170618,Agricultural Bank of China,7664623.62,7.59,7.59,8.00,2021-01-06,CALL,145.0664,SELL,ANNUAL,CANCELLED,EUR,PHYSICAL,2b96e0aa1ba7c60,1ec7dbefd7ac1c8,1
29aadc95e90fbc0,35a4f226,2453d214426e468,STATE,4148061,2018-08-23,41.5572,549207,22823505.14,DEFERRED,BANK,PHLX,RUSSEL MIDCAP,2018-09-23 04:45:42.525,SELL STOP,SELL SIDE,856,655,CUST_ID: '2453d214426e468' PRICE: '41.557200' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',SUBMITTED,392324181,702491,Citi,553273.82,11.93,11.93,7.14,2021-02-16,OTC,38.7955,SELL,ANNUAL,HOLD,CAD,ELECTRONIC,21f69c326a04690,1fe9a470aaab480,1
1e8341ca118fae0,35a4f227,18e4ca0f151ba16,STATE,4148061,2018-08-23,163.8432,430705,70568085.46,CANCELLED,BROKER,NASDAQ,SP500,2018-09-24 04:41:41.535,BUY STOP,GOVT,453,583,CUST_ID: '18e4ca0f151ba16' PRICE: '163.843200' LOAN_TYPE: 'STATE' EXCHANGE: 'NASDAQ',CLEARED,891864614,9044686,China Construction Bank,1065958.24,10.96,10.96,5.02,2020-04-13,PUT,159.3648,HOLD,DAILY,CANCELLED,CAD,ELECTRONIC,168e42fc2b9c7e7,197860069a3b1a8,1
1c0432937c97764,35a4f228,16cc1c2616b53f4,STATE,4148061,2018-08-23,47.8670,958825,45896076.28,IN PROCESS,CLEARING HOUSE,BSE,DOW JONES IND,2018-09-24 10:56:11.730,BUY STOP,INST,67,59,CUST_ID: '16cc1c2616b53f4' PRICE: '47.867000' LOAN_TYPE: 'STATE' EXCHANGE: 'BSE',INITIATED,892677550,8524590,Bank of China,4731942.96,7.27,7.27,8.61,2020-03-22,CALL,50.3163,SELL,WEEKLY,HOLD,GBP,DIRECT,23cbb789abeff40,21fa7349d9e1d28,1
2aa26f189cc50c0,35a4f229,29f14c503b71d50,STATE,4148061,2018-08-23,94.3737,734213,69290397.40,CANCELLED,CUSTODIAN,AMEX,VIX,2018-09-24 11:16:07.794,BUY LIMIT,THIRD PARTY,296,332,CUST_ID: '29f14c503b71d50' PRICE: '94.373700' LOAN_TYPE: 'STATE' EXCHANGE: 'AMEX',SUBMITTED,841994582,5545897,Credit Suisse,2937594.95,2.25,2.25,12.21,2021-05-01,PUT,101.0689,SELL,WEEKLY,DONE,GBP,THIRD PARTY,290edd1da569690,24005a753288b08,1
25e3111fff69720,35a4f22a,1a05ffe8b6bcaae,LOAN_DAILY_BAL,6133624,2018-09-02,78.0329,2672950,208578064.27,CANCELLED,CUSTODIAN,NYSE,DOW JONES IND,2018-09-25 08:44:27.451,BUY LIMIT,THIRD PARTY,847,333,CUST_ID: '1a05ffe8b6bcaae' PRICE: '78.032909' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NYSE',INITIATED,520609360,796823,BNP Paribas,8257117.49,9.56,9.56,10.81,2020-01-19,PUT,103.9170,SUSPEND,QUARTERLY,HOLD,CNY,DIRECT,21817cd78300f18,23ab4e4334408e8,1
267665593d63470,35a4f22c,2b91d7f5cbbe7a0,CORP,4974651,2018-08-25,3.8605,956952,3694313.20,DEFERRED,CLEARING HOUSE,CHX,RUSSEL MIDCAP,2018-09-24 09:10:58.048,STOP,SELL SIDE,934,78,CUST_ID: '2b91d7f5cbbe7a0' PRICE: '3.860500' LOAN_TYPE: 'CORP' EXCHANGE: 'CHX',SUBMITTED,727279741,3875117,Wells Fargo,4343273.44,4.89,4.89,8.14,2021-05-07,CALL,3.8970,HOLD,ANNUAL,DONE,USD,ELECTRONIC,25dc851d4071928,1f6e47498b4e270,1
170670b94796b18,35a4f22d,1ed63179e628970,CORP,4974651,2018-08-25,30.5862,945314,28913563.07,BOOKED,CUSTODIAN,NYSE,RUSSEL MIDCAP,2018-09-23 09:53:16.048,SELL LIMIT,SELL SIDE,461,356,CUST_ID: '1ed63179e628970' PRICE: '30.586200' LOAN_TYPE: 'CORP' EXCHANGE: 'NYSE',CLEARED,279499958,8460876,Credit Suisse,2095950.45,3.07,3.07,6.72,2020-01-14,PUT,33.7846,HOLD,QUARTERLY,REJECTED,GBP,ELECTRONIC,186f21a5fb6efea,1b1b1ddda4f9f28,1
1db210d5826fa10,35a4f22e,17a44c31351f5ca,LOAN_DAILY_BAL,8114370,2018-07-31,17.1416,1902266,32607876.26,IN PROCESS,CUSTODIAN,ISE,STOXX EUROPE,2018-09-27 06:31:40.830,STOP,BUY SIDE,565,465,CUST_ID: '17a44c31351f5ca' PRICE: '17.141597' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'ISE',CLEARED,606748631,6476650,BNP Paribas,5798909.87,9.61,9.61,12.86,2019-06-12,ETC,111.0969,SELL,SEMI ANNUAL,HOLD,SEK,PHYSICAL,1842644df1b7a9e,2760f9716076940,1
2947e5613ca3d60,35a4f230,21dbeb810753860,CORP,9954503,2018-07-28,162.5696,879401,142963868.81,REJECTED,BROKER,PHLX,VIX,2018-09-23 02:09:21.006,SELL STOP,SELL SIDE,374,404,CUST_ID: '21dbeb810753860' PRICE: '162.569600' LOAN_TYPE: 'CORP' EXCHANGE: 'PHLX',INITIATED,400031636,2702404,JP Morgan,124002.89,6.34,6.34,6.95,2021-05-08,CALL,171.9469,BUY,WEEKLY,CANCELLED,JPY,ELECTRONIC,1d49591fb969548,202ff735b49dde0,1
1c855f9d312e6bc,35a4f232,2c3151d783640c0,CORP,5573964,2018-08-01,112.0633,28410,3183718.35,DEFERRED,STATE,AMEX,SP500,2018-09-28 12:27:42.870,BUY STOP,BUY SIDE,904,314,CUST_ID: '2c3151d783640c0' PRICE: '112.063300' LOAN_TYPE: 'CORP' EXCHANGE: 'AMEX',INITIATED,715507429,7199836,Credit Suisse,597389.52,11.95,11.95,5.01,2020-12-23,ETC,107.1093,HOLD,WEEKLY,HOLD,CHF,DIRECT,2a0d04101cc7150,18f567d9b84b7b8,1
2bbc58e4726aa20,35a4f233,2b2f83b69415770,CORP,5573964,2018-08-01,184.5629,818697,151101092.54,EXECUTED,BROKER,NSX,STOXX EUROPE,2018-09-25 01:22:26.775,SELL STOP,SELL SIDE,244,362,CUST_ID: '2b2f83b69415770' PRICE: '184.562900' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',INITIATED,472829728,9478503,Bank of China,525561.00,8.36,8.36,12.41,2019-10-03,OTC,166.9088,BUY,SEMI ANNUAL,HOLD,USD,THIRD PARTY,254f75d65d852a8,22dc00e35d4ae90,1
2638c21a22ab630,35a4f234,222e650b53237a8,CORP,5573964,2018-08-01,123.6842,516020,63823520.88,BOOKED,BANK,CBOE,NASDAQ COMP,2018-09-29 04:32:44.220,SELL STOP,GOVT,40,257,CUST_ID: '222e650b53237a8' PRICE: '123.684200' LOAN_TYPE: 'CORP' EXCHANGE: 'CBOE',REVIEW,224359741,3598857,HSBC,3147063.35,9.43,9.43,2.83,2020-01-23,OTC,128.7415,HOLD,QUARTERLY,REJECTED,AUD,ELECTRONIC,25ce0ed4c458598,1a7b1b932f2fa64,1
1e865aea7b69ef8,35a4f235,26f8395a8f86380,LOAN_DAILY_BAL,3575592,2018-07-03,160.0059,1363127,218108331.78,DEFERRED,STATE,CME,SP500,2018-09-28 12:13:39.684,SELL STOP,THIRD PARTY,707,390,CUST_ID: '26f8395a8f86380' PRICE: '160.005877' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CME',CLEARED,732186549,9703053,Bradesco,255581.91,3.44,3.44,3.71,2019-09-23,OTC,174.4660,SELL,DAILY,HOLD,GBP,THIRD PARTY,1ec005da4b296d0,2c2b3901357bb50,1
21bb0ecfee33fd0,35a4f236,1eccc713d6c3c48,CD,2176079,2018-09-18,145.3318,306996,44616281.27,EXECUTED,STATE,NASDAQ,FTSE WORLD,2018-09-23 05:26:37.781,SELL LIMIT,THIRD PARTY,542,137,CUST_ID: '1eccc713d6c3c48' PRICE: '145.331800' LOAN_TYPE: 'CD' EXCHANGE: 'NASDAQ',REVIEW,367528256,6038065,Morgan Stanley,4760579.27,3.18,3.18,3.41,2019-04-26,CALL,155.3411,SUSPEND,DAILY,DONE,CHF,PHYSICAL,29de13fa94c5780,250c4d8cd771928,1
2636b0a88436ed0,35a4f236,246eaf80e2d5c78,STATE,8306384,2018-07-23,112.2449,31203,3502377.61,BOOKED,STATE,CBOE,SP500,2018-09-23 05:26:37.781,BUY LIMIT,THIRD PARTY,322,423,CUST_ID: '246eaf80e2d5c78' PRICE: '112.244900' LOAN_TYPE: 'STATE' EXCHANGE: 'CBOE',CLEARED,228502894,8226542,Bank of China,4462860.28,10.98,10.98,11.33,2019-11-25,CALL,111.6755,SUSPEND,SEMI ANNUAL,HOLD,AUD,PHYSICAL,1bc6230963b5da8,1d74340e85ddb90,1
23cb5c18fe132d8,35a4f237,1d962e6ef2c30d4,STATE,7985917,2018-08-14,42.1729,902401,38056867.13,CANCELLED,BANK,CHX,DOW GLOBAL,2018-09-29 04:58:22.837,MARKET,SELL SIDE,704,524,CUST_ID: '1d962e6ef2c30d4' PRICE: '42.172900' LOAN_TYPE: 'STATE' EXCHANGE: 'CHX',CLEARED,452578788,3740766,Santander,8537029.81,7.88,7.88,10.45,2019-10-08,CALL,42.3505,SUSPEND,QUARTERLY,CANCELLED,AUD,ELECTRONIC,2a7909d40ea8a30,217969ff9e6d200,1
1fb3702a4c70018,35a4f23e,2437d1f9de84e90,CORP,936805,2018-09-09,52.9431,40784,2159231.39,BOOKED,CLEARING HOUSE,CBOE,DOW JONES IND,2018-09-25 12:50:01.512,SELL STOP,SELL SIDE,998,25,CUST_ID: '2437d1f9de84e90' PRICE: '52.943100' LOAN_TYPE: 'CORP' EXCHANGE: 'CBOE',REVIEW,357369197,4512074,HSBC,8043677.03,7.27,7.27,7.56,2020-09-16,PUT,54.2735,HOLD,QUARTERLY,CANCELLED,USD,ELECTRONIC,1cb0bfaaddbbb60,202f0e780f189d0,1
20c64eaee4d7f48,35a4f23e,183a44d121e91a4,FEDERAL,4486609,2018-07-12,156.8327,479936,75269658.71,DEFERRED,BROKER,NSX,SP500,2018-09-25 12:50:01.512,BUY STOP,BUY SIDE,699,11,CUST_ID: '183a44d121e91a4' PRICE: '156.832700' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'NSX',REVIEW,620176973,549963,Agricultural Bank of China,3212109.67,9.08,9.08,6.33,2019-01-30,CALL,168.6051,HOLD,QUARTERLY,DONE,USD,ELECTRONIC,207614a90f6c770,22d12a7904ce2f0,1
296bccea44e4cd0,35a4f23e,248a15412c54720,FEDERAL,4754036,2018-09-10,10.2408,868780,8897002.22,DEFERRED,FEDERAL,CBOE,DOW JONES TRANSPORT,2018-09-25 12:50:01.512,SELL LIMIT,INST,476,174,CUST_ID: '248a15412c54720' PRICE: '10.240800' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CBOE',INITIATED,634781666,9617956,Deutsche Bank,837804.63,10.58,10.58,6.59,2020-04-13,PUT,11.1880,SELL,DAILY,CANCELLED,SEK,DIRECT,19ab0196a78b148,16d470c5864340c,1
27c5d01cda76260,35a4f249,237c56653a19600,STATE,5573964,2018-06-27,57.1858,838630,47957727.45,EXECUTED,CLEARING HOUSE,NYSE,SP500,2018-09-24 05:16:28.128,SELL LIMIT,SELL SIDE,557,260,CUST_ID: '237c56653a19600' PRICE: '57.185800' LOAN_TYPE: 'STATE' EXCHANGE: 'NYSE',SUBMITTED,875177260,4674683,Goldman Sachs,22217.07,7.46,7.46,12.15,2020-07-25,CALL,59.6659,BUY,ANNUAL,HOLD,USD,DIRECT,2b96e0aa1ba7c60,1785b6b98af3e98,1
1751ca567c74315,35a4f249,1aec877ba884f88,STATE,17145,2018-07-17,158.9657,285057,45314285.54,EXECUTED,CLEARING HOUSE,CME,RUSSEL MIDCAP,2018-09-24 05:16:28.128,BUY STOP,SELL SIDE,324,484,CUST_ID: '1aec877ba884f88' PRICE: '158.965700' LOAN_TYPE: 'STATE' EXCHANGE: 'CME',SUBMITTED,826894655,6341295,JP Morgan,8939745.82,6.78,6.78,4.53,2018-12-14,PUT,154.5534,BUY,SEMI ANNUAL,DONE,AUD,THIRD PARTY,285635e8e04f840,23d97458e29ba08,1
